Subject,Left_aLEC.Volume,Left_aLEC.SurfaceArea,Right_aLEC.Volume,Right_aLEC.SurfaceArea,Left_pMEC.Volume,Left_pMEC.SurfaceArea,Right_pMEC.Volume,Right_pMEC.SurfaceArea,Left_Perirhinal.Volume,Left_Perirhinal.SurfaceArea,Right_Perirhinal.Volume,Right_Perirhinal.SurfaceArea,Left_Parahippocampal.Volume,Left_Parahippocampal.SurfaceArea,Right_Parahippocampal.Volume,Right_Parahippocampal.SurfaceArea,Left_DG_CA3.Volume,Left_DG_CA3.SurfaceArea,Right_DG_CA3.Volume,Right_DG_CA3.SurfaceArea,Left_CA1.Volume,Left_CA1.SurfaceArea,Right_CA1.Volume,Right_CA1.SurfaceArea,Left_Subiculum.Volume,Left_Subiculum.SurfaceArea,Right_Subiculum.Volume,Right_Subiculum.SurfaceArea
sub-0134,583,531.306,574,508.055,392,383.956,387,374.468,1205,786.842,1467,910.891,2633,1550.22,2837,1581.11,757,785.412,713,736,2007,1787.49,1965,1684.49,925,949.99,995,914.673
sub-0135,617,552.2,666,593.519,258,282.501,377,382.786,1757,986.475,1769,1009.51,3328,1782.6,2961,1661.07,634,680.812,942,816.344,1946,1664.59,1773,1553.98,832,839.062,902,813.249
sub-0136,611,581.266,648,568.507,290,342.356,317,358.776,790,637.215,955,732.198,3050,1692.17,3135,1772.76,680,717.932,742,728.603,1954,1737.29,1890,1672.38,975,974.428,1063,968.322
sub-0137,875,689.157,798,660.896,417,406.302,439,416.587,2388,1224.39,2658,1387.84,3398,1859.01,3898,1970.54,743,706.181,844,767.089,1980,1638.63,2144,1697.01,1029,936.718,1003,855.577
sub-0138,658,570.101,593,530.762,288,318.82,414,416.555,1320,776.064,1229,827.725,2720,1600.48,2340,1434.99,727,746.715,811,786.833,1729,1590.98,1719,1528.21,865,888.58,994,923.977
sub-0139,579,527.013,630,563.341,354,397.093,413,414.991,1658,1073.93,1871,1096.84,3588,1868.88,3160,1685.62,579,589.718,793,754.152,1543,1328.64,1900,1646.5,909,826.386,978,901.278
sub-0140,778,643.758,616,524.428,288,320.349,421,400.047,2038,1100.08,2147,1139.96,3141,1808.03,2704,1610.53,801,785.149,851,793.871,2137,1745.74,2279,1809.78,955,926.939,1110,1008.6
sub-0141,651,608.727,639,563.588,300,354.111,348,376.077,1942,1101.4,2055,1124.01,2857,1652.13,2565,1498.04,807,747.076,866,821.369,1968,1680.02,2004,1651.73,960,942.237,1004,932.126
sub-0142,496,468.63,545,464.368,260,288.482,348,351.293,1869,1007.31,2047,1091.4,2947,1700.09,3720,1890.1,623,657.118,647,679.262,1568,1473.95,1640,1397.86,705,754.065,882,832.53
sub-0143,636,580.891,625,538.852,284,303.502,371,372.019,2392,1255.6,2318,1200.64,2630,1562.72,2319,1434.96,558,581.72,818,778.903,1847,1593.06,2074,1724.98,976,869.409,927,863.157
sub-0144,745,625.401,680,601.954,422,455.683,482,490.741,1746,986.634,2079,1208.16,3253,1793.03,3221,1698.42,686,697.215,746,713.936,1979,1718.44,1997,1686.42,1037,992.16,971,854.822
sub-0145,518,504.139,625,564.123,369,416.335,341,360.01,1317,953.035,1914,1129.32,2937,1709.6,3478,1813.73,723,722.664,671,671.551,1873,1647.9,1930,1646.92,816,840.922,1019,949.363
sub-0146,578,535.292,589,536.912,334,337.673,370,368.595,1694,986.666,1735,1041.64,2500,1491.48,2783,1580.43,526,533.91,785,727.18,1663,1391.51,1928,1554.78,851,784.599,824,789.739
sub-0147,611,532.057,529,494.004,374,386.174,490,449.558,2444,1250.47,2866,1362.02,3388,1922.98,3485,2013.18,879,840.136,707,703.497,1872,1632.22,1903,1679.41,827,831.019,1089,922.222
sub-0148,671,577.046,554,495.629,268,294.088,344,353.089,1749,975.846,1482,980.298,2690,1660.14,2565,1535.33,694,690.462,783,769.887,1979,1693.36,1788,1642.8,816,876.563,795,809.744
sub-0149,714,629.146,586,536.86,352,354.981,457,451.723,1945,1060.18,1847,1073,3051,1688.48,2600,1554.56,740,712.466,861,782.318,2023,1659.7,2103,1745.56,1086,966.744,992,869.433
sub-0150,623,520.978,545,500.855,386,398.344,418,430.801,2156,1094.71,2495,1335.15,3258,1822.89,2936,1664.77,751,756.844,831,751.464,1883,1685.32,1760,1579.48,781,792.739,795,770.906
sub-0151,666,602.006,639,581.969,334,352.467,423,401.192,1879,1050.5,1796,1056.65,2911,1729.99,3001,1717.86,789,775.543,752,734.82,1888,1701.06,1738,1561.99,760,820.103,932,896.079
sub-0152,512,514.184,612,542.549,293,330.225,344,357.638,1949,1088.85,2107,1106.77,2774,1588.33,3123,1737.41,732,752.927,764,748.391,2061,1685.7,1973,1659.35,751,850.932,914,927.902
sub-0153,670,613.115,550,487.098,278,355.665,303,330.109,1575,945.256,2254,1160.75,2859,1679.6,2810,1621.28,729,690.49,800,752.887,1854,1603.25,1966,1614.61,838,815.161,848,771.209
sub-0154,614,560.011,779,667.143,367,368.269,552,522.506,2561,1259.31,1249,837.094,3508,1887.59,2719,1604.49,475,514.238,800,747.519,1470,1339.47,1871,1625.01,907,826.885,859,808.724
sub-0155,643,551.501,695,577.236,322,329.028,336,310.04,2108,1150.7,2188,1142.89,3151,1706.54,3701,1915.09,747,732.839,866,797.644,1978,1676.04,2121,1765.3,891,833.586,969,877.331
sub-0156,616,535.686,718,580.978,317,334.601,398,406.527,2662,1342.65,2596,1316.67,3538,1875.3,4001,2014.76,798,737.03,1004,862.003,2007,1664.95,2216,1769.16,828,851.524,797,814.235
sub-0157,583,544.676,669,591.941,330,367.311,414,430.728,2057,1123.09,1848,1106.42,2862,1706.47,3195,1699.86,665,705.017,746,748.295,1933,1680.34,1959,1695.3,947,989.649,982,955.18
sub-0158,579,515.539,718,573.924,394,403.129,463,437.005,1553,888.279,1116,761.826,2568,1515.46,2560,1490.75,681,701.488,749,715.527,1717,1582.69,1567,1496.86,828,850.229,945,931.589
sub-0159,716,592.566,695,559.575,360,373.347,433,408.23,2611,1275.5,2743,1401.83,3164,1632.48,3181,1651.09,700,699.936,724,678.68,1915,1625.06,1913,1545.53,926,885.643,964,802.068
sub-0160,538,508.747,513,495.855,327,385.755,389,416.704,2407,1265.7,2353,1441.91,3235,1732.96,3280,1780.74,654,655.319,643,634.749,1576,1409.81,1561,1404.51,674,695.759,741,697.924
sub-0161,489,489.304,538,506.122,338,351.577,371,376.744,1644,976.974,1872,1082.75,2863,1606.02,3353,1720.26,568,624.799,615,668.39,1816,1562.61,1814,1552.44,966,976.988,911,879.859
sub-0162,668,563.876,624,521.151,378,364.51,484,448.446,2311,1180.99,2117,1175.59,3090,1632.43,2936,1626.19,834,768.083,979,860.868,1873,1635.48,1897,1618.76,988,937.308,888,832.289
sub-0163,626,547.418,615,565.868,359,372.668,370,368.935,1093,742.943,1767,1053.56,2663,1533.26,2753,1612.91,663,679.999,833,756.031,1840,1614.34,1851,1612.86,839,848.154,860,819.288
sub-0164,653,546.824,655,558.754,365,349.625,427,437.634,2064,1094.47,2101,1085.43,3226,1757.36,3029,1626.88,772,725.288,916,785.438,1778,1581.47,1800,1556.7,791,787.509,662,683.141
sub-0165,520,482.401,586,548.3,317,336.961,388,410.917,2345,1169.13,2587,1374.02,3889,2096.9,3762,2006.84,743,723.066,797,755.416,2027,1710.56,1992,1616.21,908,888.778,945,878.416
sub-0166,673,592.495,457,457.34,336,352.401,373,371.676,1181,830.352,1376,863.736,2711,1589.09,3203,1760.76,673,695.805,695,702.888,1766,1591.54,1780,1555.7,940,980.319,986,917.078
sub-0167,531,525.636,667,579.594,337,353.232,402,408.978,1576,953.002,2174,1148.31,2813,1539.6,2632,1470.58,635,650.746,744,711.921,1709,1556.95,1574,1452.88,823,835.43,807,797.972
sub-0168,465,454.869,540,491.462,308,348.517,408,421.144,1683,950.847,2022,1067.52,3049,1703.96,3949,1906.86,645,696.956,822,769.175,1701,1585.37,1703,1538.91,813,860.566,845,803.787
sub-0169,674,555.734,697,586.785,310,315.951,448,416.089,1139,771.521,1669,1042.55,2998,1690.88,2740,1532.77,643,684.107,823,761.112,1815,1633.51,1769,1601.28,928,903.385,781,771.694
sub-0170,482,453.407,541,514.864,299,325.258,357,369.815,1594,946.092,1310,940.912,3124,1652.27,2918,1597.44,715,707.926,779,731.237,1740,1595.85,1797,1590.62,791,839.299,828,855.669
sub-0171,547,486.182,556,518.307,261,285.568,313,310.146,2147,1090.65,2387,1173.91,3344,1843.14,3146,1785.51,691,727.523,665,687.642,1925,1655.27,1907,1597.52,769,810.865,880,848.128
sub-0172,647,560.033,628,536.235,429,411.342,438,423.051,1643,1002.61,2194,1220.02,3765,1840.22,3116,1645.56,648,674.233,863,814.88,1846,1616.32,1981,1724.77,845,853.153,879,872.707
sub-0173,612,534.756,587,557.637,327,348.692,355,384.904,2285,1163.86,2819,1462.77,3501,1843.55,3156,1697.49,807,778.571,801,769.046,1925,1667.03,2072,1713.98,812,799.622,1004,924.048
sub-0174,657,590.851,755,684.823,370,407.472,473,509.587,2701,1375.83,1993,1204.5,3244,1875.17,3323,1796.35,647,680.591,748,742.606,2143,1844.07,1964,1643.89,1077,972.476,1064,896.966
sub-0175,618,535.424,621,536.886,377,354.06,324,323.459,1909,1110.71,1403,911.128,3555,1886.92,2761,1591.18,736,701.637,790,738.871,2155,1750.93,1878,1645.97,881,876.459,884,857.016
sub-0176,518,488.115,559,504.175,405,417.483,424,422.203,1553,856.367,1657,918.799,3413,1782.93,3174,1644.41,673,677.299,775,744.112,1558,1496.58,1488,1430.85,734,791.477,782,818.41
sub-0177,683,589,737,613.725,340,348.319,363,380.215,2793,1431.35,2369,1220.32,3753,1900.78,3862,1918.41,925,854.132,950,825.738,2232,1914.11,2264,1813.07,995,969.45,957,893.542
sub-0178,508,471.293,515,482.742,279,331.168,278,324.348,981,779.511,1286,836.352,3521,1818.4,2906,1570.96,642,694.094,793,751.207,1791,1611.5,1857,1658.5,912,906.618,844,817.504
sub-0179,655,585.104,611,586.022,321,354.326,369,379.513,2201,1211.24,2674,1388.76,3474,1860.09,3658,2158.77,863,802.272,897,828.851,2161,1792.7,1919,1789,924,916.861,1060,918.849
sub-0180,794,640.045,676,581.949,396,396.258,480,474.3,2019,1105.8,2449,1220.45,3593,1870.85,3831,2018.31,745,760.338,840,767.061,1898,1666.21,1851,1564.51,863,869.489,963,896.139
sub-0181,626,570.944,658,595.626,301,327.976,356,376.537,2549,1307.7,2663,1403.77,3641,1876.7,3183,1752.35,813,766.455,871,781.136,2002,1749.05,1995,1671.97,759,811.46,771,780.924
sub-0182,646,566.442,619,538.684,261,295.899,372,384.12,2525,1301.09,2512,1269.03,3580,1791.68,3375,1894.06,706,686.657,805,747.832,2035,1644.54,2018,1590.3,846,820.071,810,753.319
sub-0183,563,554.916,625,618.398,304,322.069,341,353.406,2153,1210.72,2077,1176.65,3581,1790.81,3378,1748.79,762,749.441,987,902.852,1989,1705.91,2055,1749.17,803,802.913,743,782.807
sub-0184,549,519.02,594,543.75,312,338.175,433,421.824,1668,956.498,1773,1008.73,2736,1628.17,3015,1683.71,756,719.133,793,737.271,2063,1711.77,1994,1678.55,980,943.707,1023,896.363
sub-0185,561,509.298,645,570.776,411,403.912,496,463.608,1921,1048.7,2581,1270.25,3625,1812.08,4127,1985.39,759,761.423,830,778.415,2276,1862.38,2111,1722.32,871,896.074,1018,900.489
sub-0186,720,620.909,641,552.682,327,338.732,330,347.886,2164,1137.63,2233,1157.89,3384,1874.67,2903,1608.47,699,747.701,782,779.955,2196,1771.89,2048,1692.1,1020,989.051,890,841.633
sub-0187,680,597.794,560,485.036,456,458.858,452,413.996,2502,1286.87,2610,1387.87,3355,1784.93,3783,1984.26,885,795.803,958,818.872,1946,1652.96,2040,1683.53,782,795.49,905,824.176
sub-0188,587,552.41,667,578.662,368,382.519,446,425.266,1987,1080.15,1356,910.714,3204,1753.8,3040,1694.46,737,739.293,788,769.102,1863,1665.59,1887,1608.86,945,937.099,1130,988.09
sub-0189,706,607.306,676,587.955,358,377.236,405,421.859,1591,928.156,2214,1151.33,2546,1500.18,2991,1742.31,679,665.011,810,766.781,1947,1596.75,1938,1613.99,1036,958.247,1129,990.619
sub-0190,826,669.513,652,591.24,360,368.569,435,439.759,2547,1251.21,2463,1321.2,3776,1939.61,4009,2011.47,816,807.919,823,793.61,2183,1844.78,2207,1833.25,906,935.053,1126,1004.81
sub-0191,586,516.992,595,521.594,281,293.372,376,366.357,2038,1089.59,2072,1101.61,2364,1436.43,2244,1425.61,573,583.397,757,708.019,1671,1406.2,1710,1479.48,684,689.974,721,711.298
sub-0192,702,563.498,530,483.888,387,394.731,439,413.167,2629,1390.27,3061,1508.95,3633,1936.11,3849,1973.4,770,735.349,851,783.871,2051,1818.69,1930,1642.59,823,795.092,843,767.389
sub-0193,514,472.117,527,485.423,302,321.049,348,345.654,1777,984.542,1617,945.074,2715,1580.1,2749,1587.06,655,705.961,736,733.532,1756,1601.92,1746,1552.24,758,822.946,1033,929.422
sub-0194,715,596.247,658,564.976,428,417.913,462,468.366,1864,993.461,1722,988.846,2936,1581.59,3185,1733.66,785,782.558,797,809.074,2038,1690.24,1882,1614.88,1008,986.163,1166,999.042
sub-0195,522,474.795,747,590.821,337,377.457,397,394.334,2089,1107.25,2074,1133.06,3479,1832.92,3293,1841.63,806,753.855,892,798.145,1794,1599.98,1786,1615.47,764,792.009,812,827.909
sub-0196,807,644.799,752,626.639,374,382.248,385,396.741,2412,1171.92,2418,1237.28,3536,1889.32,3408,1826.73,712,722.772,751,705.787,1860,1617.94,1851,1600.44,782,805.66,838,821.278
sub-0197,666,588.244,776,660.524,404,396.49,443,438.739,2334,1225.13,2616,1359.54,3201,1718.2,3331,1695.74,647,657.356,805,751.808,1796,1558.82,1956,1687.93,903,894.357,864,849.07
sub-0198,574,484.414,558,457.387,318,356.862,390,393.058,1992,1068.32,2383,1249.33,3268,1787.58,3230,1801.6,618,607.623,723,696.656,1578,1495.76,1874,1629.52,809,779.051,917,873.405
sub-0199,538,494.427,464,464.713,355,345.704,448,407.472,1524,975.711,1395,870.882,2885,1547.76,2819,1582.18,636,669.389,761,755.454,1806,1625.57,1856,1610.1,912,951.202,954,915.7
sub-0200,886,732.319,754,653.408,403,452.676,356,379.714,1698,1141.31,1749,1082.79,3134,1595.37,3531,1792.38,796,735.479,737,712.027,1927,1673.6,2230,1767.78,788,815.639,970,862.08
sub-0201,502,501.363,574,534.404,315,357.749,372,391.19,1746,1063.07,2127,1126.04,3435,1918.03,3162,1752.32,436,490.408,692,697.444,1309,1178.79,1641,1427.65,783,788.015,731,732.035
sub-0202,714,600.807,689,559.673,280,320.004,375,415.428,2431,1235.13,2085,1199.19,3514,1993.46,3440,1893.68,554,592.627,764,712.751,1573,1438.76,1834,1528.68,825,812.665,746,731.611
sub-0203,685,602.562,534,485.57,361,370.062,349,402.428,1951,1065.79,1960,1120.1,3412,1845.74,2857,1688.42,753,745.914,877,820.042,2025,1723.1,1938,1735.17,969,940.23,910,900.852
sub-0204,604,551.306,463,459.078,299,334.425,384,405.059,2380,1175.28,1250,903.881,3104,1688.14,2975,1669.15,849,802.585,908,825.204,1962,1688.38,1979,1687.06,880,847.911,983,884.179
sub-0205,865,678.189,740,609.335,461,431.325,556,506.455,2249,1177.22,2129,1093.4,4264,2168.1,3698,1940.8,800,766.183,912,850.74,2233,1811.41,2233,1892.81,1202,1029.73,1076,999.629
sub-0206,667,594.814,712,599.165,287,331.033,343,368.765,2491,1267.97,2825,1442.79,2942,1727.24,3004,1717.35,498,542.487,722,691.921,1275,1178.21,1713,1469.19,808,762.385,774,714.065
sub-0207,719,598.228,652,557.911,308,345.802,403,409.871,2141,1160.24,1853,1169.66,2472,1477.07,2451,1423.87,553,563.818,629,620.908,1604,1367.89,1665,1446.41,824,750.602,816,732.315
sub-0208,872,712.937,776,638.065,323,357.968,411,417.332,2212,1238.61,2520,1290.57,3563,1971.17,3526,1864.91,927,876.148,904,834.382,2042,1820.09,2043,1776.12,901,925.104,932,891.922
sub-0209,730,656.055,769,692.426,306,336.425,246,313.251,1910,1046.61,1785,1075.54,2773,1596.8,2516,1668.8,799,802.548,865,835.529,2040,1713.62,1901,1659.36,861,886.303,915,939.354
sub-0210,745,646.916,566,503.664,263,298.907,245,338.268,2652,1291.27,2388,1255.32,3328,1927.39,2875,1758.77,906,815.371,914,815.499,2168,1772.07,2004,1617.12,894,919.464,844,842.286
sub-0211,845,689.205,664,573.102,374,384.414,470,475.11,2713,1422.69,2827,1493.56,3735,1937.39,3772,2104.62,760,705.811,849,773.586,2125,1758.55,2022,1710.64,1030,953.406,831,773.542
sub-0212,643,538.801,567,525.165,393,398.445,375,391.138,1428,839.108,1696,987.704,2453,1454.81,2332,1383.55,598,640.972,592,644.655,1615,1455.35,1806,1518.23,792,773.658,931,830.495
sub-0213,611,538.273,535,490.892,335,349.52,384,389.894,1941,1074.93,2602,1385.74,2765,1507.79,2944,1523.42,506,532.157,654,658.959,1373,1205.32,1609,1312.38,753,708.803,625,593.601
sub-0214,657,584.946,712,594.79,289,338.473,392,411.552,2448,1242.58,2566,1291.92,3603,1952.47,3116,1925.56,941,862.91,925,829.715,2113,1807.09,2189,1760.33,903,909.968,906,882.563
sub-0215,608,550.614,540,489.83,288,326.026,361,362.611,2246,1196.44,2652,1338.17,3514,1803.36,3619,1911.24,488,478.003,738,699.331,1467,1216.78,1848,1506.92,711,672.62,682,670.797
sub-0216,507,464.795,683,605.016,263,297.99,401,411.27,1427,875.389,1220,775.831,2562,1507,2574,1477.58,565,638.082,690,683.319,1922,1630.21,1931,1576.91,1105,1046.49,1069,955.325
sub-0217,296,343.381,314,444.711,204,260.279,342,435.304,813,559.986,602,530.407,987,859.174,1207,901.314,419,442.256,644,651.197,753,827.115,1161,1229.24,482,550.589,630,633.658
sub-0218,644,563.568,756,613.809,313,332.009,299,328.469,2554,1273.94,2520,1404.65,3725,1987.47,3502,1861.74,654,655.404,685,693.117,1807,1560.18,1914,1620.5,898,908.223,959,919.278
sub-0219,726,626.166,700,592.064,359,369.956,561,505.264,2712,1347.73,2495,1234.09,3185,1718.89,3362,1708.94,676,679.802,840,782.013,2102,1691.85,2033,1635.88,1020,894.176,1070,912.221
sub-0220,698,628.923,650,546.124,246,315.252,262,289.985,1962,1100.65,1934,1088.72,2678,1654.12,3586,1871.5,674,707.772,739,729.168,1983,1704.96,1591,1482.3,855,884.206,798,821.895
sub-0221,743,617.344,736,602.495,306,327.549,358,369.902,2392,1227.64,2342,1212.56,3412,1690.13,2945,1666.72,758,704.637,926,821.416,1969,1648.26,2103,1705.53,908,885.009,881,850.1
sub-0222,671,553.36,677,565.119,397,389.176,393,392.085,1195,867.217,1700,1007.97,2509,1437.64,2747,1566.21,593,660.752,635,660.785,1702,1503.18,1702,1491.58,756,764.145,843,779.233
sub-0223,654,574.258,740,602.47,256,298.526,472,463.252,2295,1171.53,2290,1199.84,2710,1477.4,2756,1467.22,605,642.666,660,656.889,1796,1508.16,1711,1434.57,814,813.97,847,799.535
sub-0224,685,596.228,724,613.411,364,377.765,414,401.581,2547,1266.32,2965,1479.8,3032,1624.57,3526,1883.4,667,642.391,810,767.132,1884,1511.34,2147,1677.44,806,790.522,995,899.633
sub-0225,646,569.219,638,555.863,447,443.164,436,424.147,2324,1182.02,1351,906.577,3551,1847.43,3156,1705.11,828,803.416,1002,855.033,2038,1754.89,1915,1651.61,954,977.589,916,896.719
sub-0226,597,533.41,846,654.781,391,391.611,460,414.554,1473,899.959,1374,832.674,2730,1581.99,3126,1655.3,777,729.142,838,755.612,2035,1714.73,2046,1688.24,915,893.946,928,850.676
sub-0227,605,603.548,542,557.162,432,415.607,473,444.437,1529,997.057,1456,912.026,2700,1529.81,2701,1590.61,790,819.738,907,848.034,2039,1841.53,2003,1769.74,904,951.747,954,911.368
sub-0228,768,642.011,662,598.455,391,385.361,439,427.063,2121,1169.65,1973,1174.88,3778,2023.31,3237,1718.86,712,739.877,845,800.039,1849,1632.7,1756,1615.12,854,876.982,894,896.473
sub-0229,620,570.281,656,621.189,248,293.557,342,373.965,2251,1205.69,2692,1532.66,2872,1684.37,3416,1876.19,441,486.088,623,662.611,1499,1446.49,1954,1673.9,946,841.195,977,921.42
sub-0230,533,452.932,617,527.037,292,301.319,430,416.488,1510,854.547,1418,958.089,3041,1733.69,2862,1561.86,676,701.062,801,737.722,1882,1597.39,1806,1510.39,841,851.545,894,813.034
sub-0231,627,532.341,497,477.174,318,300.011,370,365.114,1301,813.253,1617,981.165,2957,1540.24,2357,1328.42,416,504.921,533,567.257,1599,1359.72,1578,1272.05,836,764.785,843,742.372
sub-0232,732,644.749,741,603.344,327,341.676,418,394.511,2132,1160.51,2526,1301.96,3521,1791.76,4103,2046.11,601,611.126,752,692.798,1688,1464.51,1796,1536.56,839,842.03,854,809.952
sub-0233,595,550.803,545,525.22,371,393.105,441,422.178,1667,1039.84,1725,1172.69,2576,1418.86,2454,1392.15,587,602.024,777,700.356,1624,1406.96,1648,1461.99,854,805.982,796,744.925
sub-0234,617,551.195,647,578.477,356,367.824,486,478.613,2116,1207.13,1870,1083.5,2742,1582.51,2677,1589.24,751,730.671,793,736.949,1647,1516.05,1716,1549.53,722,727.516,811,791.555
sub-0235,652,561.434,604,540.183,297,319.049,407,407.298,1209,827.671,1067,795.858,2342,1395.56,2341,1383.57,650,637.671,792,736.038,1871,1593.62,1826,1578.45,903,905.486,988,883.958
sub-0236,693.02079,576.484,598.01794,537.67,446.01338,434.538,355.01065,383.563,2027.06081,1067.06,2158.06474,1175.4,2903.08709,1543.32,2895.08685,1622.28,629.01887,656.149,669.02007,632.834,1633.04899,1474.98,1660.0498,1411.65,741.02223,758.235,740.0222,730.439
sub-0237,649.00649,592.377,627.00627,536.798,368.00368,371.071,386.00386,404.478,2488.02488,1275.97,1929.01929,1129.73,2727.02727,1671.93,3179.03179,1769.62,462.00462,504.166,638.00638,651.179,1607.01607,1447.41,1987.01987,1610.2,785.00785,718.696,802.00802,775.59
sub-0238,833.99583,666.712,689.99655,554.478,288.998555,349.283,339.9983,350.501,1080.994595,721.192,1345.99327,915.069,2290.988545,1381.96,2678.986605,1573.99,597.99701,627.868,594.997025,642.689,1683.99158,1492.9,1683.99158,1495.69,805.99597,828.972,835.99582,819.91
sub-0239,639.92384,659.173,616.926577,522.073,455.945736,453.795,351.958112,372.074,2202.737843,1142.98,2047.756288,1092.17,2487.703928,1498.94,2504.701905,1398.7,453.945974,477.36,560.933241,606.795,1612.808053,1316.27,1690.798771,1452.23,761.909322,715.103,841.899802,779.878
sub-0240,760.0076,602.924,560.0056,459.608,439.00439,427.838,344.00344,387.588,1097.01097,748.586,1055.01055,723.014,2662.02662,1738.23,2549.02549,1523.66,360.0036,485.736,491.00491,543.969,1513.01513,1553.01,1456.01456,1487.2,626.00626,727.677,759.00759,795.712
sub-0241,650.951826,530.875,516.961742,448.835,314.97669,352.397,354.97373,358.062,1301.903652,832.614,1715.873016,961.881,2689.80094,1487.16,2766.795242,1494.81,657.951308,640.436,521.961372,569.66,1371.898472,1318.42,1485.890036,1329.2,566.958042,641.348,691.948792,711.826
